,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,ft,hn,bf,dk,times_not_out,hs,bta,btsr,country_id,target_value,target_id,is_home,current_age,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr
138,629074,2023-01-10 08:00:00,8,6,2865,2.0,2,0,1,0,0,0,1,9,16,0.0,0.0,10204.0,3,6,118,115.0,3483.0,346.0,61.0,26.0,26.0,3.0,4018.0,14.0,9.0,122.0,32.85,86.68,6,0.0,6,False,27.956164383561642,11,11.0,219.0,28.0,2.0,1.0,0.0,303.0,1.0,0.0,89.0,19.9,72.27,9,9.0,306.0,29.0,15.0,1.0,1.0,256.0,1.0,0.0,122.0,34.0,119.53,72.0,72.0,2261.0,235.0,38.0,18.0,2.0,2567.0,9.0,6.0,122.0,34.25,88.07
142,629074,2023-09-14 09:30:00,8,8,1004,2.0,2,0,1,0,9,0,1,9,16,0.0,0.0,10451.0,3,7,118,115.0,3483.0,346.0,61.0,26.0,26.0,3.0,4018.0,14.0,9.0,122.0,32.85,86.68,8,1.0,6,True,28.632876712328766,5,5.0,252.0,27.0,7.0,1.0,1.0,225.0,0.0,0.0,122.0,50.4,112.0,50,50.0,1651.0,166.0,20.0,13.0,2.0,1917.0,4.0,6.0,119.0,37.52,86.12,72.0,72.0,2261.0,235.0,38.0,18.0,2.0,2567.0,9.0,6.0,122.0,34.25,88.07
153,629074,2023-07-02 07:00:00,8,9,261,2.0,1,0,1,0,0,0,1,9,16,0.0,0.0,10377.0,3,9,118,115.0,3483.0,346.0,61.0,26.0,26.0,3.0,4018.0,14.0,9.0,122.0,32.85,86.68,9,0.0,6,False,28.43013698630137,14,13.0,314.0,38.0,2.0,2.0,0.0,369.0,3.0,3.0,86.0,31.4,85.09,13,11.0,358.0,40.0,7.0,3.0,0.0,390.0,1.0,3.0,94.0,44.75,91.79,72.0,72.0,2261.0,235.0,38.0,18.0,2.0,2567.0,9.0,6.0,122.0,34.25,88.07
155,311592,2023-10-12 08:30:00,2,0,3355,2.0,2,1,1,0,0,0,1,1,6,1.96,0.0,12308.0,8,3,117,68.0,542.0,40.0,14.0,1.0,1.0,0.0,661.0,11.0,24.0,52.0,12.31,81.99,6,0.0,6,False,33.72054794520548,15,10.0,100.0,7.0,3.0,0.0,0.0,150.0,1.0,3.0,29.0,14.28,66.66,14,10.0,79.0,6.0,2.0,0.0,0.0,130.0,2.0,2.0,28.0,9.87,60.76,8.0,8.0,82.0,7.0,1.0,0.0,0.0,148.0,2.0,0.0,27.0,10.25,55.4
169,288284,2023-10-12 08:30:00,2,0,3355,2.0,2,1,1,0,0,0,1,1,6,1.96,0.0,11965.0,11,3,80,30.0,120.0,13.0,3.0,0.0,0.0,0.0,132.0,3.0,23.0,23.0,17.14,90.9,6,0.0,6,False,32.78082191780822,16,9.0,43.0,7.0,0.0,0.0,0.0,50.0,0.0,7.0,12.0,21.5,86.0,9,6.0,27.0,2.0,2.0,0.0,0.0,22.0,1.0,3.0,23.0,9.0,122.72,27.0,27.0,92.0,10.0,1.0,0.0,0.0,110.0,2.0,22.0,23.0,18.4,83.63
171,288284,2023-09-24 08:00:00,2,6,1055,2.0,2,0,1,0,9,0,1,1,6,1.96,0.0,11947.0,10,6,80,30.0,120.0,13.0,3.0,0.0,0.0,0.0,132.0,3.0,23.0,23.0,17.14,90.9,6,2.0,6,False,32.73150684931507,10,4.0,32.0,2.0,2.0,0.0,0.0,26.0,0.0,3.0,23.0,32.0,123.07,9,6.0,27.0,2.0,2.0,0.0,0.0,22.0,1.0,3.0,23.0,9.0,122.72,3.0,3.0,28.0,3.0,2.0,0.0,0.0,22.0,1.0,1.0,23.0,14.0,127.27
172,288284,2023-09-15 11:00:00,2,3,902,2.0,2,0,1,0,0,0,1,1,6,1.96,0.0,11938.0,11,3,80,30.0,120.0,13.0,3.0,0.0,0.0,0.0,132.0,3.0,23.0,23.0,17.14,90.9,3,0.0,6,False,32.706849315068496,16,9.0,43.0,7.0,0.0,0.0,0.0,50.0,0.0,7.0,12.0,21.5,86.0,5,3.0,14.0,3.0,0.0,0.0,0.0,12.0,0.0,2.0,12.0,14.0,116.66,27.0,27.0,92.0,10.0,1.0,0.0,0.0,110.0,2.0,22.0,23.0,18.4,83.63
176,288284,2023-09-12 11:00:00,2,3,1367,2.0,2,0,1,0,0,0,1,1,6,1.96,0.0,11935.0,11,3,80,30.0,120.0,13.0,3.0,0.0,0.0,0.0,132.0,3.0,23.0,23.0,17.14,90.9,3,0.0,6,False,32.6986301369863,16,9.0,43.0,7.0,0.0,0.0,0.0,50.0,0.0,7.0,12.0,21.5,86.0,5,3.0,14.0,3.0,0.0,0.0,0.0,12.0,0.0,2.0,12.0,14.0,116.66,27.0,27.0,92.0,10.0,1.0,0.0,0.0,110.0,2.0,22.0,23.0,18.4,83.63
181,629063,2023-10-07 05:00:00,25,0,1920,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,9478.0,3,40,89,62.0,1215.0,108.0,20.0,3.0,3.0,2.0,1569.0,4.0,10.0,112.0,23.36,77.43,6,0.0,6,False,25.96712328767123,11,8.0,295.0,23.0,3.0,2.0,1.0,409.0,0.0,3.0,112.0,59.0,72.12,7,7.0,169.0,17.0,2.0,1.0,0.0,228.0,0.0,0.0,57.0,24.14,74.12,3.0,3.0,122.0,14.0,1.0,1.0,0.0,159.0,0.0,0.0,57.0,40.66,76.72
187,629063,2023-10-10 05:00:00,25,0,1920,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,9481.0,5,1,89,62.0,1215.0,108.0,20.0,3.0,3.0,2.0,1569.0,4.0,10.0,112.0,23.36,77.43,6,0.0,6,False,25.975342465753425,5,5.0,39.0,4.0,0.0,0.0,0.0,54.0,0.0,0.0,12.0,7.8,72.22,7,7.0,169.0,17.0,2.0,1.0,0.0,228.0,0.0,0.0,57.0,24.14,74.12,2.0,2.0,21.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0,13.0,10.5,60.0
188,629063,2023-05-12 09:45:00,25,0,318,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,9330.0,7,29,89,62.0,1215.0,108.0,20.0,3.0,3.0,2.0,1569.0,4.0,10.0,112.0,23.36,77.43,1,0.0,6,False,25.561643835616437,5,3.0,83.0,10.0,0.0,0.0,0.0,85.0,0.0,0.0,37.0,27.66,97.64,11,9.0,134.0,15.0,0.0,0.0,0.0,144.0,0.0,2.0,37.0,19.14,93.05,12.0,12.0,141.0,15.0,0.0,0.0,0.0,188.0,1.0,0.0,37.0,11.75,75.0
191,629063,2023-07-08 08:00:00,25,25,1931,2.0,2,0,1,0,0,0,1,0,16,0.0,0.0,9387.0,8,40,89,62.0,1215.0,108.0,20.0,3.0,3.0,2.0,1569.0,4.0,10.0,112.0,23.36,77.43,25,0.0,6,True,25.71780821917808,11,8.0,295.0,23.0,3.0,2.0,1.0,409.0,0.0,3.0,112.0,59.0,72.12,28,17.0,305.0,25.0,7.0,1.0,1.0,413.0,2.0,4.0,100.0,23.46,73.84,32.0,32.0,631.0,50.0,14.0,2.0,1.0,831.0,2.0,6.0,100.0,24.26,75.93
195,629063,2023-09-09 09:30:00,25,8,1004,2.0,2,0,1,0,0,0,1,0,16,0.0,0.0,9450.0,2,8,89,62.0,1215.0,108.0,20.0,3.0,3.0,2.0,1569.0,4.0,10.0,112.0,23.36,77.43,8,0.0,6,False,25.89041095890411,13,10.0,157.0,18.0,0.0,1.0,0.0,212.0,2.0,0.0,51.0,15.7,74.05,9,7.0,150.0,19.0,0.0,1.0,0.0,199.0,0.0,0.0,51.0,21.42,75.37,4.0,4.0,172.0,14.0,3.0,0.0,1.0,208.0,1.0,1.0,112.0,57.33,82.69
197,629063,2023-03-03 06:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,0,16,0.0,0.0,9260.0,8,1,89,62.0,1215.0,108.0,20.0,3.0,3.0,2.0,1569.0,4.0,10.0,112.0,23.36,77.43,25,0.0,6,True,25.36986301369863,5,5.0,39.0,4.0,0.0,0.0,0.0,54.0,0.0,0.0,12.0,7.8,72.22,28,17.0,305.0,25.0,7.0,1.0,1.0,413.0,2.0,4.0,100.0,23.46,73.84,32.0,32.0,631.0,50.0,14.0,2.0,1.0,831.0,2.0,6.0,100.0,24.26,75.93
203,990039,2023-10-10 05:00:00,25,0,1920,2.0,1,1,1,0,0,0,1,1,6,6.03,0.0,8164.0,10,1,29,18.0,77.0,5.0,3.0,0.0,0.0,0.0,97.0,1.0,8.0,16.0,7.7,79.38,6,0.0,6,False,22.367123287671234,1,1.0,12.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,12.0,12.0,85.71,7,6.0,28.0,3.0,1.0,0.0,0.0,28.0,0.0,5.0,12.0,28.0,100.0,11.0,11.0,48.0,3.0,2.0,0.0,0.0,67.0,1.0,2.0,12.0,5.33,71.64
204,990039,2023-05-12 09:45:00,25,0,318,2.0,1,1,1,0,0,0,1,1,6,6.03,0.0,8013.0,9,29,29,18.0,77.0,5.0,3.0,0.0,0.0,0.0,97.0,1.0,8.0,16.0,7.7,79.38,1,0.0,6,False,21.953424657534246,2,2.0,20.0,1.0,1.0,0.0,0.0,18.0,0.0,1.0,16.0,20.0,111.11,2,2.0,20.0,1.0,1.0,0.0,0.0,18.0,0.0,1.0,16.0,20.0,111.11,2.0,2.0,20.0,1.0,1.0,0.0,0.0,18.0,0.0,1.0,16.0,20.0,111.11
206,990039,2023-09-09 09:30:00,25,8,1004,2.0,2,0,1,0,0,0,1,1,6,6.03,0.0,8133.0,10,8,29,18.0,77.0,5.0,3.0,0.0,0.0,0.0,97.0,1.0,8.0,16.0,7.7,79.38,8,0.0,6,False,22.28219178082192,4,4.0,17.0,0.0,1.0,0.0,0.0,18.0,1.0,1.0,8.0,5.66,94.44,2,2.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,7.0,9.0,75.0,11.0,11.0,48.0,3.0,2.0,0.0,0.0,67.0,1.0,2.0,12.0,5.33,71.64
211,330902,2023-10-10 05:00:00,25,0,1920,2.0,1,1,1,0,0,0,1,1,6,5.11,0.0,10261.0,11,1,100,51.0,160.0,18.0,1.0,0.0,0.0,0.0,309.0,9.0,30.0,20.0,7.61,51.77,6,0.0,6,False,28.112328767123287,6,5.0,3.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,3.0,1.5,18.75,7,6.0,42.0,4.0,1.0,0.0,0.0,89.0,0.0,2.0,20.0,10.5,47.19,34.0,34.0,84.0,11.0,0.0,0.0,0.0,159.0,7.0,21.0,18.0,6.46,52.83
214,330902,2023-07-08 08:00:00,25,25,1931,2.0,2,0,1,0,0,0,1,1,6,5.11,0.0,10167.0,10,40,100,51.0,160.0,18.0,1.0,0.0,0.0,0.0,309.0,9.0,30.0,20.0,7.61,51.77,25,0.0,6,True,27.854794520547944,8,3.0,11.0,1.0,0.0,0.0,0.0,23.0,0.0,2.0,7.0,11.0,47.82,41,21.0,72.0,9.0,0.0,0.0,0.0,129.0,1.0,16.0,18.0,14.4,55.81,16.0,16.0,75.0,7.0,1.0,0.0,0.0,143.0,2.0,8.0,20.0,9.37,52.44
215,330902,2023-09-23 08:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,1,6,5.11,0.0,10244.0,10,5,100,51.0,160.0,18.0,1.0,0.0,0.0,0.0,309.0,9.0,30.0,20.0,7.61,51.77,25,0.0,6,True,28.065753424657533,15,11.0,12.0,1.0,0.0,0.0,0.0,41.0,3.0,7.0,5.0,3.0,29.26,41,21.0,72.0,9.0,0.0,0.0,0.0,129.0,1.0,16.0,18.0,14.4,55.81,16.0,16.0,75.0,7.0,1.0,0.0,0.0,143.0,2.0,8.0,20.0,9.37,52.44
218,330902,2023-03-03 06:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,1,6,5.11,0.0,10040.0,11,1,100,51.0,160.0,18.0,1.0,0.0,0.0,0.0,309.0,9.0,30.0,20.0,7.61,51.77,25,0.0,6,True,27.506849315068493,6,5.0,3.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,3.0,1.5,18.75,41,21.0,72.0,9.0,0.0,0.0,0.0,129.0,1.0,16.0,18.0,14.4,55.81,34.0,34.0,84.0,11.0,0.0,0.0,0.0,159.0,7.0,21.0,18.0,6.46,52.83
223,974109,2023-08-26 09:30:00,40,0,1004,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,8186.0,9,7,72,39.0,228.0,25.0,8.0,1.0,1.0,0.0,257.0,12.0,14.0,64.0,9.12,88.71,8,5.0,6,False,22.427397260273974,6,3.0,75.0,7.0,5.0,1.0,0.0,49.0,0.0,1.0,64.0,37.5,153.06,9,6.0,69.0,6.0,5.0,1.0,0.0,49.0,3.0,1.0,64.0,13.8,140.81,13.0,13.0,121.0,12.0,6.0,1.0,0.0,110.0,4.0,3.0,64.0,12.1,110.0
224,974109,2023-08-22 09:30:00,40,0,2502,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,8182.0,10,7,72,39.0,228.0,25.0,8.0,1.0,1.0,0.0,257.0,12.0,14.0,64.0,9.12,88.71,8,0.0,6,False,22.416438356164385,6,3.0,75.0,7.0,5.0,1.0,0.0,49.0,0.0,1.0,64.0,37.5,153.06,9,6.0,69.0,6.0,5.0,1.0,0.0,49.0,3.0,1.0,64.0,13.8,140.81,11.0,11.0,56.0,6.0,1.0,0.0,0.0,87.0,2.0,3.0,18.0,7.0,64.36
225,974109,2023-06-04 04:30:00,40,8,2502,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,8103.0,9,8,72,39.0,228.0,25.0,8.0,1.0,1.0,0.0,257.0,12.0,14.0,64.0,9.12,88.71,8,0.0,6,False,22.2,10,7.0,2.0,0.0,0.0,0.0,0.0,15.0,5.0,2.0,1.0,0.4,13.33,9,6.0,69.0,6.0,5.0,1.0,0.0,49.0,3.0,1.0,64.0,13.8,140.81,13.0,13.0,121.0,12.0,6.0,1.0,0.0,110.0,4.0,3.0,64.0,12.1,110.0
229,974109,2023-09-05 09:30:00,40,0,545,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,8196.0,10,8,72,39.0,228.0,25.0,8.0,1.0,1.0,0.0,257.0,12.0,14.0,64.0,9.12,88.71,7,0.0,6,False,22.454794520547946,10,7.0,2.0,0.0,0.0,0.0,0.0,15.0,5.0,2.0,1.0,0.4,13.33,2,2.0,4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,2.0,36.36,11.0,11.0,56.0,6.0,1.0,0.0,0.0,87.0,2.0,3.0,18.0,7.0,64.36
238,465793,2023-10-07 08:30:00,8,0,333,2.0,2,1,1,0,0,0,1,0,16,5.08,0.0,11719.0,6,3,88,80.0,1812.0,180.0,15.0,10.0,10.0,0.0,2313.0,4.0,10.0,93.0,25.88,78.33,6,0.0,6,False,32.106849315068494,17,17.0,395.0,34.0,4.0,1.0,0.0,554.0,0.0,0.0,84.0,23.23,71.29,8,7.0,134.0,16.0,2.0,0.0,0.0,165.0,1.0,0.0,47.0,19.14,81.21,32.0,32.0,685.0,58.0,8.0,3.0,0.0,938.0,1.0,3.0,93.0,23.62,73.02
239,465793,2023-09-12 09:30:00,8,8,1004,2.0,2,0,1,0,0,0,1,0,16,5.08,0.0,11694.0,6,6,88,80.0,1812.0,180.0,15.0,10.0,10.0,0.0,2313.0,4.0,10.0,93.0,25.88,78.33,8,0.0,6,True,32.038356164383565,8,8.0,169.0,18.0,0.0,0.0,0.0,226.0,1.0,1.0,47.0,24.14,74.77,39,35.0,849.0,81.0,8.0,5.0,0.0,1048.0,0.0,3.0,84.0,26.53,81.01,32.0,32.0,685.0,58.0,8.0,3.0,0.0,938.0,1.0,3.0,93.0,23.62,73.02
244,465793,2023-08-31 09:30:00,8,8,2503,2.0,2,0,1,0,0,0,1,0,16,5.08,0.0,11682.0,6,25,88,80.0,1812.0,180.0,15.0,10.0,10.0,0.0,2313.0,4.0,10.0,93.0,25.88,78.33,8,0.0,6,True,32.00547945205479,8,7.0,100.0,8.0,0.0,1.0,0.0,144.0,1.0,1.0,55.0,16.66,69.44,39,35.0,849.0,81.0,8.0,5.0,0.0,1048.0,0.0,3.0,84.0,26.53,81.01,32.0,32.0,685.0,58.0,8.0,3.0,0.0,938.0,1.0,3.0,93.0,23.62,73.02
249,465793,2023-01-10 08:00:00,8,6,2865,2.0,2,0,1,0,0,0,1,0,16,5.08,0.0,11449.0,5,6,88,80.0,1812.0,180.0,15.0,10.0,10.0,0.0,2313.0,4.0,10.0,93.0,25.88,78.33,6,0.0,6,False,31.367123287671234,8,8.0,169.0,18.0,0.0,0.0,0.0,226.0,1.0,1.0,47.0,24.14,74.77,8,7.0,134.0,16.0,2.0,0.0,0.0,165.0,1.0,0.0,47.0,19.14,81.21,10.0,10.0,175.0,20.0,0.0,1.0,0.0,250.0,0.0,1.0,55.0,19.44,70.0
254,465793,2023-09-14 09:30:00,8,8,1004,2.0,2,0,1,0,9,0,1,0,16,5.08,0.0,11696.0,7,7,88,80.0,1812.0,180.0,15.0,10.0,10.0,0.0,2313.0,4.0,10.0,93.0,25.88,78.33,8,0.0,6,True,32.04383561643836,3,3.0,31.0,3.0,0.0,0.0,0.0,47.0,0.0,0.0,25.0,10.33,65.95,39,35.0,849.0,81.0,8.0,5.0,0.0,1048.0,0.0,3.0,84.0,26.53,81.01,9.0,9.0,212.0,15.0,4.0,1.0,0.0,237.0,0.0,2.0,84.0,30.28,89.45
262,1152427,2023-10-07 08:30:00,8,0,333,2.0,2,1,1,0,0,0,1,1,6,0.0,0.0,7576.0,8,3,18,15.0,207.0,16.0,5.0,0.0,0.0,0.0,269.0,3.0,3.0,42.0,17.25,76.95,6,0.0,6,False,20.756164383561643,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,6.0,47.0,4.0,1.0,0.0,0.0,66.0,2.0,0.0,32.0,7.83,71.21,12.0,12.0,182.0,15.0,5.0,0.0,0.0,223.0,3.0,3.0,42.0,20.22,81.61
263,1152427,2023-09-12 09:30:00,8,8,1004,2.0,2,0,1,0,0,0,1,1,6,0.0,0.0,7551.0,8,6,18,15.0,207.0,16.0,5.0,0.0,0.0,0.0,269.0,3.0,3.0,42.0,17.25,76.95,8,1.0,6,True,20.687671232876713,5,5.0,85.0,6.0,2.0,0.0,0.0,115.0,1.0,1.0,42.0,21.25,73.91,11,8.0,127.0,9.0,3.0,0.0,0.0,164.0,1.0,2.0,42.0,21.16,77.43,12.0,12.0,182.0,15.0,5.0,0.0,0.0,223.0,3.0,3.0,42.0,20.22,81.61
264,1152427,2023-01-15 08:00:00,8,6,3400,2.0,2,0,1,0,0,0,1,1,6,0.0,0.0,7311.0,8,6,18,15.0,207.0,16.0,5.0,0.0,0.0,0.0,269.0,3.0,3.0,42.0,17.25,76.95,6,0.0,6,False,20.03013698630137,5,5.0,85.0,6.0,2.0,0.0,0.0,115.0,1.0,1.0,42.0,21.25,73.91,6,6.0,47.0,4.0,1.0,0.0,0.0,66.0,2.0,0.0,32.0,7.83,71.21,12.0,12.0,182.0,15.0,5.0,0.0,0.0,223.0,3.0,3.0,42.0,20.22,81.61
266,1152427,2023-01-10 08:00:00,8,6,2865,2.0,2,0,1,0,0,0,1,1,6,0.0,0.0,7306.0,8,6,18,15.0,207.0,16.0,5.0,0.0,0.0,0.0,269.0,3.0,3.0,42.0,17.25,76.95,6,0.0,6,False,20.016438356164382,5,5.0,85.0,6.0,2.0,0.0,0.0,115.0,1.0,1.0,42.0,21.25,73.91,6,6.0,47.0,4.0,1.0,0.0,0.0,66.0,2.0,0.0,32.0,7.83,71.21,12.0,12.0,182.0,15.0,5.0,0.0,0.0,223.0,3.0,3.0,42.0,20.22,81.61
267,1152427,2023-09-14 09:30:00,8,8,1004,2.0,2,0,1,0,9,0,1,1,6,0.0,0.0,7553.0,8,7,18,15.0,207.0,16.0,5.0,0.0,0.0,0.0,269.0,3.0,3.0,42.0,17.25,76.95,8,0.0,6,True,20.693150684931506,2,2.0,10.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,10.0,5.0,111.11,11,8.0,127.0,9.0,3.0,0.0,0.0,164.0,1.0,2.0,42.0,21.16,77.43,12.0,12.0,182.0,15.0,5.0,0.0,0.0,223.0,3.0,3.0,42.0,20.22,81.61
268,499594,2023-10-07 08:30:00,8,0,333,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,11085.0,9,3,32,17.0,103.0,12.0,1.0,0.0,0.0,0.0,165.0,3.0,7.0,33.0,10.3,62.42,6,1.0,6,False,30.36986301369863,5,3.0,33.0,4.0,1.0,0.0,0.0,41.0,1.0,1.0,33.0,16.5,80.48,7,5.0,77.0,9.0,1.0,0.0,0.0,97.0,0.0,3.0,33.0,38.5,79.38,4.0,4.0,51.0,7.0,1.0,0.0,0.0,60.0,1.0,1.0,33.0,17.0,85.0
269,499594,2023-09-12 09:30:00,8,8,1004,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,11060.0,10,6,32,17.0,103.0,12.0,1.0,0.0,0.0,0.0,165.0,3.0,7.0,33.0,10.3,62.42,8,0.0,6,True,30.301369863013697,6,5.0,41.0,5.0,0.0,0.0,0.0,62.0,0.0,4.0,17.0,41.0,66.12,13,6.0,11.0,2.0,0.0,0.0,0.0,10.0,1.0,3.0,8.0,3.66,110.0,10.0,10.0,51.0,5.0,0.0,0.0,0.0,94.0,1.0,4.0,17.0,8.5,54.25
270,499594,2023-01-15 08:00:00,8,6,3400,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,10820.0,9,6,32,17.0,103.0,12.0,1.0,0.0,0.0,0.0,165.0,3.0,7.0,33.0,10.3,62.42,6,0.0,6,False,29.643835616438356,6,5.0,41.0,5.0,0.0,0.0,0.0,62.0,0.0,4.0,17.0,41.0,66.12,7,5.0,77.0,9.0,1.0,0.0,0.0,97.0,0.0,3.0,33.0,38.5,79.38,4.0,4.0,51.0,7.0,1.0,0.0,0.0,60.0,1.0,1.0,33.0,17.0,85.0
272,499594,2023-03-25 01:00:00,8,5,283,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,10889.0,9,5,32,17.0,103.0,12.0,1.0,0.0,0.0,0.0,165.0,3.0,7.0,33.0,10.3,62.42,5,0.0,6,False,29.832876712328765,2,2.0,14.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,9.0,7.0,34.14,2,2.0,14.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,9.0,7.0,34.14,4.0,4.0,51.0,7.0,1.0,0.0,0.0,60.0,1.0,1.0,33.0,17.0,85.0
273,499594,2023-01-10 08:00:00,8,6,2865,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,10815.0,10,6,32,17.0,103.0,12.0,1.0,0.0,0.0,0.0,165.0,3.0,7.0,33.0,10.3,62.42,6,0.0,6,False,29.63013698630137,6,5.0,41.0,5.0,0.0,0.0,0.0,62.0,0.0,4.0,17.0,41.0,66.12,7,5.0,77.0,9.0,1.0,0.0,0.0,97.0,0.0,3.0,33.0,38.5,79.38,10.0,10.0,51.0,5.0,0.0,0.0,0.0,94.0,1.0,4.0,17.0,8.5,54.25
274,662235,2023-09-24 08:00:00,2,6,1055,2.0,2,0,1,0,9,0,1,9,16,0.0,0.0,10431.0,5,6,13,13.0,271.0,28.0,7.0,2.0,2.0,0.0,265.0,1.0,0.0,58.0,20.84,102.26,6,0.0,6,False,28.578082191780823,3,3.0,77.0,5.0,3.0,0.0,0.0,81.0,0.0,0.0,45.0,25.66,95.06,8,8.0,205.0,19.0,6.0,1.0,0.0,193.0,0.0,0.0,58.0,25.62,106.21,7.0,7.0,160.0,16.0,4.0,2.0,0.0,153.0,0.0,0.0,58.0,22.85,104.57
275,662235,2023-10-12 08:30:00,2,0,3355,2.0,2,1,1,0,0,0,1,9,16,0.0,0.0,10449.0,5,3,13,13.0,271.0,28.0,7.0,2.0,2.0,0.0,265.0,1.0,0.0,58.0,20.84,102.26,6,0.0,6,False,28.627397260273973,4,4.0,56.0,8.0,1.0,1.0,0.0,50.0,1.0,0.0,50.0,14.0,112.0,8,8.0,205.0,19.0,6.0,1.0,0.0,193.0,0.0,0.0,58.0,25.62,106.21,7.0,7.0,160.0,16.0,4.0,2.0,0.0,153.0,0.0,0.0,58.0,22.85,104.57
277,662235,2023-09-07 11:00:00,2,3,949,2.0,2,0,1,0,0,0,1,9,16,0.0,0.0,10414.0,5,3,13,13.0,271.0,28.0,7.0,2.0,2.0,0.0,265.0,1.0,0.0,58.0,20.84,102.26,3,0.0,6,False,28.53150684931507,4,4.0,56.0,8.0,1.0,1.0,0.0,50.0,1.0,0.0,50.0,14.0,112.0,3,3.0,51.0,7.0,1.0,1.0,0.0,46.0,1.0,0.0,50.0,17.0,110.86,7.0,7.0,160.0,16.0,4.0,2.0,0.0,153.0,0.0,0.0,58.0,22.85,104.57
278,379504,2023-09-24 08:00:00,2,6,1055,2.0,2,0,1,0,9,0,1,1,16,0.0,0.0,11499.0,9,6,91,46.0,256.0,22.0,1.0,0.0,0.0,0.0,415.0,5.0,17.0,36.0,8.82,61.68,6,0.0,6,False,31.504109589041096,22,12.0,50.0,3.0,0.0,0.0,0.0,86.0,1.0,2.0,10.0,5.0,58.13,22,13.0,50.0,4.0,0.0,0.0,0.0,83.0,2.0,5.0,11.0,6.25,60.24,8.0,8.0,80.0,9.0,0.0,0.0,0.0,123.0,1.0,1.0,36.0,11.42,65.04
284,379504,2023-09-15 11:00:00,2,3,902,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,11490.0,10,3,91,46.0,256.0,22.0,1.0,0.0,0.0,0.0,415.0,5.0,17.0,36.0,8.82,61.68,3,0.0,6,False,31.47945205479452,17,12.0,88.0,8.0,1.0,0.0,0.0,112.0,2.0,4.0,22.0,11.0,78.57,13,8.0,55.0,5.0,1.0,0.0,0.0,68.0,0.0,3.0,12.0,11.0,80.88,26.0,26.0,141.0,10.0,1.0,0.0,0.0,239.0,3.0,10.0,22.0,8.81,58.99
290,379504,2023-10-12 08:30:00,2,0,3355,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,11517.0,10,3,91,46.0,256.0,22.0,1.0,0.0,0.0,0.0,415.0,5.0,17.0,36.0,8.82,61.68,6,0.0,6,False,31.553424657534247,17,12.0,88.0,8.0,1.0,0.0,0.0,112.0,2.0,4.0,22.0,11.0,78.57,22,13.0,50.0,4.0,0.0,0.0,0.0,83.0,2.0,5.0,11.0,6.25,60.24,26.0,26.0,141.0,10.0,1.0,0.0,0.0,239.0,3.0,10.0,22.0,8.81,58.99
